chain,layer,address,cosmos_address,denom,amount_micro,amount_phmn,tags,relation_notes,accounting_layer,accounting_note,source_type
juno,current,juno1lpmfukq55hnyhuj8559y85m0tczsa0kacylhv6,cosmos1lpmfukq55hnyhuj8559y85m0tczsa0kawkuvtx,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,256836,0.256836,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lq4mnsj9ph9g2d4lxr92l7r4kfem40lf6nl0na,cosmos1lq4mnsj9ph9g2d4lxr92l7r4kfem40lfvpu55p,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,9162,0.009162,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lqnmymgw9pmhvf4nec26ykdfh0ccmdnzrktwcz,cosmos1lqnmymgw9pmhvf4nec26ykdfh0ccmdnz4yg4l7,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,197103,0.197103,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lqt62re8vxvpl62a8llurpq393y470vw0guran,cosmos1lqt62re8vxvpl62a8llurpq393y470vwe6lc60,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,75138,0.075138,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lqt8ufc4pdh5u90jhqpcy537y7p7lhd2agrn74,cosmos1lqt8ufc4pdh5u90jhqpcy537y7p7lhd2t6qgef,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,2202039,2.202039,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lqyyn655mgcvdmpqndkr00el4s9sm6qm8nutay,cosmos1lqyyn655mgcvdmpqndkr00el4s9sm6qm3pls6c,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,103119,0.103119,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1ludct7mscjxgvhzs0kxtgsr9w0gep4aq5rap8h,cosmos1ludct7mscjxgvhzs0kxtgsr9w0gep4aqz376qt,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,945438,0.945438,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lujft9ktncjg3ctagrlkfygeyvet0un8edat9r,cosmos1lujft9ktncjg3ctagrlkfygeyvet0un80l7szl,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1025051,1.025051,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lul42lw2p4mv2mlte89cf4qnfg2jfduu6h0cd8,cosmos1lul42lw2p4mv2mlte89cf4qnfg2jfduuv9vr2m,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1000000,1.000000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lupm9k6w3kxczleu7wkjkjjcknawwyc6qymsse,cosmos1lupm9k6w3kxczleu7wkjkjjcknawwyc6kkcth9,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,261757,0.261757,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lvlgl04t884exvk7ugxwe6tqh2tf3qfjmag63r,cosmos1lvlgl04t884exvk7ugxwe6tqh2tf3qfjd0tpkl,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,11099,0.011099,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lwqxwx258urwwt5xlsggjztvr6nsp04mj599u4,cosmos1lwqxwx258urwwt5xlsggjztvr6nsp04myxx7mf,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,54009,0.054009,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lwxcn8a3ntqpdtx0vd4wx3harnx08enqtllnm0,cosmos1lwxcn8a3ntqpdtx0vd4wx3harnx08enqadugun,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,3691009,3.691009,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lx55c5u9scfyxtxcwtd29z9mmpq3mpxw98ks2m,cosmos1lx55c5u9scfyxtxcwtd29z9mmpq3mpxwn44td8,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,149463,0.149463,,,das_staking_pending_claim,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; unbonding/pending claim PHMN attributed to user.,das_pending_claim
juno,current,juno1lxq98jxx3akaj2te3vut28mtkgu9tk8cras0lr,cosmos1lxq98jxx3akaj2te3vut28mtkgu9tk8c40n5cl,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,374062,0.374062,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lyj7hy8e7j2r4an534x2w5qv3h3fur8gdhn7pn,cosmos1lyj7hy8e7j2r4an534x2w5qv3h3fur8gm9s9x0,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,300030589,300.030589,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lzkwjxrfwaysf8k40casmd8u8rh9rv8v69a46l,cosmos1lzkwjxrfwaysf8k40casmd8u8rh9rv8vvh7war,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,34170,0.034170,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lzupkhjlj3j6spskrvvnqf7dlkyf256nwp2u68,cosmos1lzupkhjlj3j6spskrvvnqf7dlkyf256ncnf8am,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,163090,0.163090,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1lzur8qtktkwc9a4k83qua79q0vwy5xv23tysjg,cosmos1lzur8qtktkwc9a4k83qua79q0vwy5xv28e8t45,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1127848,1.127848,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m00yuwz629evknxlyvrw6kenppsfyk0876mx4r,cosmos1m00yuwz629evknxlyvrw6kenppsfyk08ggcajl,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,11547,0.011547,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m0w9p6wpvlslmtucg6uvumpcxu3exvkwrnaraj,cosmos1m0w9p6wpvlslmtucg6uvumpcxu3exvkw4p7c6w,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,63785,0.063785,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m2adpfmj2g3mmrqx26q2a9rd4pchyzn529clvx,cosmos1m2adpfmj2g3mmrqx26q2a9rd4pchyzn5uhmyt6,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,45580,0.045580,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m36rtpluhal6ny6w4q863mndkxyec6e8xz9c7w,cosmos1m36rtpluhal6ny6w4q863mndkxyec6e8ssxrej,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,721641,0.721641,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m3d9zmhpu5unxkpggy94vt049fvauayl5h3ds2,cosmos1m3d9zmhpu5unxkpggy94vt049fvauaylz9jkhk,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,114000000,114.000000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m3uwht74lakwygkncrr8xfudjj02elj7xsnn0l,cosmos1m3uwht74lakwygkncrr8xfudjj02elj7szsggr,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,5693331,5.693331,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m4h0h8ag2e8nl6tp4rpg90luwg0etmgq49m8cu,cosmos1m4h0h8ag2e8nl6tp4rpg90luwg0etmgqrhculq,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,556442,0.556442,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m4k3ayuw6da89a3s5zjgezccu4adwdmxxrqehg,cosmos1m4k3ayuw6da89a3s5zjgezccu4adwdmxs3rzs5,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,27142423,27.142423,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m4q3v09e9xu04k53d5s2ws6894xxakcasvhqvr,cosmos1m4q3v09e9xu04k53d5s2ws6894xxakcax75mtl,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1069010,1.069010,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m5pck54rdkm0u4cx0rxut3mjh3g9r5gcemcpgl,cosmos1m5pck54rdkm0u4cx0rxut3mjh3g9r5gc0fm60r,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1200000,1.200000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m5s878fr26ehuadzdzlu5h8rcd7rtyyde49x9f,cosmos1m5s878fr26ehuadzdzlu5h8rcd7rtyyd08xaz4,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,520000,0.520000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m657y0jrtrvg2fpr9863ks7rjmxn82pgutffuz,cosmos1m657y0jrtrvg2fpr9863ks7rjmxn82pg2e2jm7,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,38792,0.038792,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m6c06slc4gt39tdez6xgq2umt28ducyrvydnj0,cosmos1m6c06slc4gt39tdez6xgq2umt28ducyr6kwg4n,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,11937281,11.937281,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m6qg3s3g9wpfur59dzq44e7g9hk39j9eact3zv,cosmos1m6qg3s3g9wpfur59dzq44e7g9hk39j9et2g29s,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,400000,0.400000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m7dfnx2z4qe8lw926wna6lxea5kn7l0c4zlwdj,cosmos1m7dfnx2z4qe8lw926wna6lxea5kn7l0crsu42w,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,70000,0.070000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m7h30ydll7txrdxjmks6kl3p7n3nezgz4498vh,cosmos1m7h30ydll7txrdxjmks6kl3p7n3nezgzr8xutt,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,3892148,3.892148,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m85sr7p3pd5unhuuv688lwjx685k6dk7zlfeqj,cosmos1m85sr7p3pd5unhuuv688lwjx685k6dk75d2z8w,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1000000,1.000000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m8k3z6m3sm06ry28m5ufhmwfsxkslrmmq4jumc,cosmos1m8k3z6m3sm06ry28m5ufhmwfsxkslrmmk838uy,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1492,0.001492,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m8mu75twnwg39dnzeupw0rlmm3qeuszy24kauy,cosmos1m8mu75twnwg39dnzeupw0rlmm3qeuszyu84xmc,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,55252,0.055252,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m8r0cahndy908ss776kjd9rtffmg7scs4tlw7n,cosmos1m8r0cahndy908ss776kjd9rtffmg7scsreu4e0,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,14835,0.014835,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m8w9j436jrzgxg4jde4em7gvqthe9wzsgs86pj,cosmos1m8w9j436jrzgxg4jde4em7gvqthe9wzs7zypxw,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,63785,0.063785,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m8yf3g2m9p7danjvt4ga6vzewy380pk5lh05ue,cosmos1m8yf3g2m9p7danjvt4ga6vzewy380pk5f9v0m9,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,400000000,400.000000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m9fsuhaf4kq2dc7ymtgrusly5nyl4wjr9pjn7p,cosmos1m9fsuhaf4kq2dc7ymtgrusly5nyl4wjrnn3gea,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,55354582,55.354582,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m9n8qeg5z5k5u99up6wzzwc6vsj8nqeuhfhfl9,cosmos1m9n8qeg5z5k5u99up6wzzwc6vsj8nqeupm5jce,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,85180,0.085180,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1m9st68jn4atk3rjyv7lrw7chlcffwzcg73duqf,cosmos1m9st68jn4atk3rjyv7lrw7chlcffwzcggrw884,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,4600,0.004600,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mamcgew4qaw9wjhj4ufherw9m8enkuhxcncmyh,cosmos1mamcgew4qaw9wjhj4ufherw9m8enkuhxwpmqrt,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1704143,1.704143,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mark7ek9ch4u95xqvzfjkctfyvwqlmyl6v7mpz,cosmos1mark7ek9ch4u95xqvzfjkctfyvwqlmylv7aqx7,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,5725,0.005725,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1masz5spzelnsrds8nwmxnx6k8rh8va6nj4eemk,cosmos1masz5spzelnsrds8nwmxnx6k8rh8va6ny86zu2,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1144243,1.144243,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mcsuhhatx5l9hxkjf8mzjfxlpfmltzduwlpsz6,cosmos1mcsuhhatx5l9hxkjf8mzjfxlpfmltzducdzt9x,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,11286,0.011286,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mdvrx5y6zc2fc3x96u0vhx0r4ste26vf0d592q,cosmos1mdvrx5y6zc2fc3x96u0vhx0r4ste26vfelh7du,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1050000,1.050000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1melp9r22clnjzzudd0thvs5zzveqfjyls87xdw,cosmos1melp9r22clnjzzudd0thvs5zzveqfjylx4aa2j,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,23330,0.023330,,,das_staking_pending_claim,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; unbonding/pending claim PHMN attributed to user.,das_pending_claim
juno,current,juno1meqhjvyndtj7hhzgsy7qskxkuf3g9vclrlgz7d,cosmos1meqhjvyndtj7hhzgsy7qskxkuf3g9vcl4dtee3,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,63785,0.063785,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mf3v78r6thdeypy6hudumr707k878j0pjf2ze0,cosmos1mf3v78r6thdeypy6hudumr707k878j0pymfe7n,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,61279,0.061279,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mf6knq5km5alv3rx2gz0zmey5vha9v6unsj7q4,cosmos1mf6knq5km5alv3rx2gz0zmey5vha9v6u9z398f,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,761707,0.761707,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mf7taszsghc6azanyjnwzu2zx6u309t3m2ane9,cosmos1mf7taszsghc6azanyjnwzu2zx6u309t3dc7g7e,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,162166,0.162166,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mfnw0gjt2vel3t0ycrnc24d7hgh2q7kju52qgp,cosmos1mfnw0gjt2vel3t0ycrnc24d7hgh2q7kj2xfm0a,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,12244418,12.244418,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mglpnq64k5r7eur87gjvzraf3r6c0u4vwdeyfj,cosmos1mglpnq64k5r7eur87gjvzraf3r6c0u4vcl6lww,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,254747,0.254747,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mgz9a620xyl4twqfl0djg0z0xvrf82fngevu93,cosmos1mgz9a620xyl4twqfl0djg0z0xvrf82fn7t08zd,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,18624,0.018624,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mhr63sh6yhypxrygu7hph7496ttz82pvrxuhgp,cosmos1mhr63sh6yhypxrygu7hph7496ttz82pv45lv0a,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,3806,0.003806,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1mhz3zs5k3q9macglhjsy7kvgydnvvs2rdsvdr3,cosmos1mhz3zs5k3q9macglhjsy7kvgydnvvs2rmz0kyd,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1000000,1.000000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
